CustomerID,total_spent,total_orders,total_items,average_order_value,last_purchase,country,days_since_purchase,recovery_event,failure_reason,recovery_attempts,risk_score,risk_level,recovery_probability,revenue_at_risk,expected_recovery,recommended_action
12420,600.39,1,345,20.70310344827586,2011-10-07 08:55:00,Cyprus,63,payment_failed,card_expired,1,40,MEDIUM,71.0,600.39,426.2769,Send payment recovery link
12421,807.04,4,484,17.93422222222222,2011-11-24 09:07:00,Spain,15,successful,none,0,0,LOW,95.0,807.04,766.688,No action required
12422,803.5600000000001,3,370,20.604102564102565,2011-09-05 09:48:00,Australia,95,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,803.5600000000001,474.10040000000004,Retry payment + reminder
12423,1859.31,8,1339,14.87448,2011-12-09 10:10:00,Belgium,0,successful,none,0,0,LOW,95.0,1859.31,1766.3445,No action required
12424,1760.96,2,740,58.69866666666667,2011-06-30 12:06:00,Australia,162,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,1760.96,1038.9664,Retry payment + reminder
12425,777.2,1,496,21.58888888888889,2011-09-22 17:31:00,Portugal,77,payment_failed,card_expired,1,40,MEDIUM,71.0,777.2,551.812,Send payment recovery link
12426,582.73,1,258,19.424333333333333,2011-05-29 12:26:00,Germany,194,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,582.73,361.2926,Send checkout reminder
12427,825.8,3,533,26.638709677419353,2011-11-18 08:56:00,Germany,21,successful,none,0,0,LOW,95.0,825.8,784.51,No action required
12428,7956.46,9,3536,27.062789115646257,2011-11-14 08:22:00,Finland,25,successful,none,0,10,LOW,89.0,7956.46,7081.249400000001,No action required
12429,3750.4,4,1557,38.66391752577319,2011-11-30 17:22:00,Denmark,8,successful,none,0,0,LOW,95.0,3750.4,3562.88,No action required
12430,256.4,1,117,23.30909090909091,2011-10-27 15:09:00,Norway,42,successful,none,0,0,LOW,95.0,256.4,243.57999999999996,No action required
12431,6487.45,15,2906,27.606170212765957,2011-11-04 11:55:00,Australia,35,successful,none,0,10,LOW,89.0,6487.45,5773.830499999999,No action required
12432,5059.32,5,1801,46.845555555555556,2011-10-28 11:43:00,Norway,42,successful,none,0,10,LOW,89.0,5059.32,4502.7948,No action required
12433,13375.87,7,11071,31.847309523809525,2011-12-09 10:02:00,Norway,0,successful,none,0,10,LOW,89.0,13375.87,11904.524300000001,No action required
12434,806.14,2,394,16.122799999999998,2011-09-16 12:38:00,Australia,84,payment_failed,card_expired,1,40,MEDIUM,71.0,806.14,572.3594,Send payment recovery link
12435,7829.89,2,2055,217.49694444444447,2011-09-21 09:06:00,Denmark,79,payment_failed,card_expired,1,50,MEDIUM,65.0,7829.89,5089.4285,Send payment recovery link
12436,509.01,1,211,31.813125,2011-09-01 12:09:00,Norway,99,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,509.01,300.3159,Retry payment + reminder
12437,4951.41,18,2922,24.88145728643216,2011-12-08 11:35:00,France,1,successful,none,0,0,LOW,95.0,4951.41,4703.8395,No action required
12438,2906.85,2,1180,29.66173469387755,2011-11-25 13:28:00,Norway,13,successful,none,0,0,LOW,95.0,2906.85,2761.5075,No action required
12441,173.55,1,121,15.77727272727273,2010-12-08 10:45:00,France,366,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,173.55,107.601,Send checkout reminder
12442,172.06,1,182,14.338333333333333,2011-12-06 14:22:00,Spain,2,successful,none,0,0,LOW,95.0,172.06,163.457,No action required
12444,5005.46,5,1153,28.440113636363638,2011-11-18 13:23:00,Norway,20,successful,none,0,10,LOW,89.0,5005.46,4454.8594,No action required
12445,133.4,1,62,33.35,2011-11-17 18:43:00,Spain,21,successful,none,0,0,LOW,95.0,133.4,126.73,No action required
12446,1002.3100000000001,1,351,17.584385964912283,2011-10-13 12:50:00,RSA,57,payment_failed,card_expired,1,40,MEDIUM,71.0,1002.3100000000001,711.6401000000001,Send payment recovery link
12447,476.49,1,190,18.326538461538462,2011-04-10 13:25:00,Belgium,242,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,476.49,295.4238,Send checkout reminder
12448,449.45,1,243,20.429545454545455,2011-10-26 13:46:00,Spain,43,successful,none,0,0,LOW,95.0,449.45,426.9775,No action required
12449,4067.29,4,1553,21.294712041884818,2011-11-17 13:46:00,Belgium,21,successful,none,0,0,LOW,95.0,4067.29,3863.9255,No action required
12450,197.88,2,128,24.735,2011-07-06 14:41:00,Spain,155,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,197.88,116.7492,Retry payment + reminder
12451,9035.52,5,6575,25.524067796610172,2011-11-29 08:40:00,Switzerland,10,successful,none,0,10,LOW,89.0,9035.52,8041.6128,No action required
12452,430.57,2,185,19.571363636363635,2011-11-23 10:28:00,Switzerland,16,successful,none,0,0,LOW,95.0,430.57,409.04150000000004,No action required
12453,707.09,1,473,16.443953488372095,2011-07-28 14:08:00,Austria,133,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,707.09,417.1831,Retry payment + reminder
12454,3528.34,1,1006,235.22266666666667,2011-10-14 17:13:00,Spain,55,payment_failed,card_expired,1,40,MEDIUM,71.0,3528.34,2505.1214,Send payment recovery link
12455,2466.86,6,2089,27.409555555555556,2011-09-27 15:31:00,Cyprus,72,payment_failed,card_expired,1,40,MEDIUM,71.0,2466.86,1751.4705999999999,Send payment recovery link
12456,3181.04,3,1633,25.44832,2011-10-26 14:41:00,Switzerland,43,successful,none,0,0,LOW,95.0,3181.04,3021.988,No action required
12457,2363.23,7,843,38.11661290322581,2011-10-04 13:13:00,Switzerland,65,payment_failed,card_expired,1,40,MEDIUM,71.0,2363.23,1677.8933,Send payment recovery link
12458,947.4,2,506,24.931578947368422,2011-09-29 15:25:00,Switzerland,70,payment_failed,card_expired,1,40,MEDIUM,71.0,947.4,672.654,Send payment recovery link
12461,826.88,2,287,23.62514285714286,2011-09-06 16:57:00,Switzerland,93,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,826.88,487.8592,Retry payment + reminder
12462,1189.59,2,536,19.186935483870965,2011-11-21 09:11:00,Spain,18,successful,none,0,0,LOW,95.0,1189.59,1130.1104999999998,No action required
12463,1344.78,4,776,16.202168674698793,2011-10-17 13:44:00,Belgium,52,payment_failed,card_expired,1,40,MEDIUM,71.0,1344.78,954.7938,Send payment recovery link
12464,1212.05,8,112,41.79482758620689,2011-11-29 13:33:00,Belgium,9,successful,none,0,0,LOW,95.0,1212.05,1151.4475,No action required
12465,742.1899999999999,2,479,15.79127659574468,2011-11-22 16:34:00,Belgium,16,successful,none,0,0,LOW,95.0,742.1899999999999,705.0804999999999,No action required
12468,729.5400000000001,2,366,19.19842105263158,2011-06-05 11:36:00,Germany,187,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,729.5400000000001,452.31480000000005,Send checkout reminder
12471,19824.05,30,8212,43.09576086956522,2011-12-07 15:43:00,Germany,1,successful,none,0,10,LOW,89.0,19824.05,17643.4045,No action required
12472,6572.11,7,4148,19.386755162241887,2011-11-07 14:01:00,Germany,31,successful,none,0,10,LOW,89.0,6572.11,5849.177899999999,No action required
12473,3938.5499999999997,5,2439,23.443749999999998,2011-11-10 13:46:00,Germany,28,successful,none,0,0,LOW,95.0,3938.5499999999997,3741.6225,No action required
12474,7375.79,18,4847,17.395731132075472,2011-11-22 14:39:00,Germany,16,successful,none,0,10,LOW,89.0,7375.79,6564.4531,No action required
12475,723.38,1,535,20.093888888888888,2011-10-17 10:10:00,Germany,53,payment_failed,card_expired,1,40,MEDIUM,71.0,723.38,513.5998000000001,Send payment recovery link
12476,6816.42,11,2408,29.255021459227468,2011-11-24 12:40:00,Germany,15,successful,none,0,10,LOW,89.0,6816.42,6066.6138,No action required
12477,13219.74,6,3653,44.065799999999996,2011-11-17 09:51:00,Germany,22,successful,none,0,10,LOW,89.0,13219.74,11765.568599999999,No action required
12478,680.99,1,236,18.91638888888889,2011-12-06 09:56:00,Greece,3,successful,none,0,0,LOW,95.0,680.99,646.9405,No action required
12479,527.2,1,385,17.006451612903227,2011-11-28 13:26:00,Germany,10,successful,none,0,0,LOW,95.0,527.2,500.8400000000001,No action required
12480,3281.63,4,1707,21.309285714285714,2011-11-11 14:52:00,Germany,27,successful,none,0,0,LOW,95.0,3281.63,3117.5485000000003,No action required
12481,5596.32,10,3304,25.789493087557602,2011-11-17 08:29:00,Germany,22,successful,none,0,10,LOW,89.0,5596.32,4980.7248,No action required
12483,2484.98,8,1110,33.133066666666664,2011-11-22 17:02:00,Sweden,16,successful,none,0,0,LOW,95.0,2484.98,2360.731,No action required
12484,4541.72,6,2191,13.126358381502891,2011-11-07 11:37:00,Spain,32,successful,none,0,0,LOW,95.0,4541.72,4314.634,No action required
12488,1298.66,3,529,23.612000000000002,2011-11-30 08:50:00,France,9,successful,none,0,0,LOW,95.0,1298.66,1233.727,No action required
12489,334.93,1,105,22.328666666666667,2011-01-07 13:13:00,France,335,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,334.93,207.6566,Send checkout reminder
12490,5417.93,10,3064,22.114,2011-12-04 16:07:00,France,4,successful,none,0,10,LOW,89.0,5417.93,4821.9577,No action required
12491,460.40000000000003,1,260,17.70769230769231,2011-11-01 12:18:00,France,38,successful,none,0,0,LOW,95.0,460.40000000000003,437.38,No action required
12492,263.21000000000004,2,192,13.160500000000003,2011-10-07 15:15:00,Germany,62,payment_failed,card_expired,1,40,MEDIUM,71.0,263.21000000000004,186.87910000000002,Send payment recovery link
12493,433.74,2,207,19.715454545454545,2011-06-27 10:17:00,France,165,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,433.74,255.9066,Retry payment + reminder
12494,1246.1000000000001,7,707,16.183116883116885,2011-11-24 09:34:00,France,15,successful,none,0,0,LOW,95.0,1246.1000000000001,1183.795,No action required
12497,1043.1,1,1236,74.50714285714285,2011-09-19 12:29:00,Germany,81,payment_failed,card_expired,1,40,MEDIUM,71.0,1043.1,740.6009999999999,Send payment recovery link
12498,403.70000000000005,3,159,17.55217391304348,2011-11-18 12:53:00,Germany,20,successful,none,0,0,LOW,95.0,403.70000000000005,383.5150000000001,No action required
12500,4257.82,11,2678,69.80032786885245,2011-11-16 16:20:00,Germany,22,successful,none,0,0,LOW,95.0,4257.82,4044.9289999999996,No action required
12501,2169.39,1,1783,14.559664429530201,2011-01-07 12:28:00,Germany,336,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,2169.39,1345.0218,Send checkout reminder
12502,3723.87,5,820,25.332448979591835,2011-09-05 11:52:00,Spain,95,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,3723.87,2197.0833,Retry payment + reminder
12504,482.04999999999995,2,90,53.5611111111111,2011-11-21 16:02:00,Germany,17,successful,none,0,0,LOW,95.0,482.04999999999995,457.94749999999993,No action required
12506,73.5,1,23,3.1956521739130435,2011-04-21 08:54:00,France,232,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,73.5,45.57,Send checkout reminder
12507,1304.81,3,894,62.13380952380952,2011-07-28 17:09:00,Spain,133,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,1304.81,769.8379,Retry payment + reminder
12508,398.27,2,272,5.772028985507246,2011-11-13 15:37:00,France,25,successful,none,0,0,LOW,95.0,398.27,378.35650000000004,No action required
12509,176.5,1,55,25.214285714285715,2011-02-28 14:45:00,France,283,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,176.5,109.43,Send checkout reminder
12510,982.5699999999999,2,353,29.774848484848484,2011-07-20 10:15:00,Spain,142,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,982.5699999999999,579.7162999999999,Retry payment + reminder
12512,138.03,2,99,4.059705882352941,2011-10-04 14:55:00,Israel,65,payment_failed,card_expired,1,40,MEDIUM,71.0,138.03,98.00129999999999,Send payment recovery link
12513,612.29,1,462,17.494,2011-08-19 10:51:00,France,112,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,612.29,361.2511,Retry payment + reminder
12514,1017.68,1,440,19.954509803921567,2011-03-17 16:38:00,Italy,266,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,1017.68,630.9616,Send checkout reminder
12515,383.7,1,131,23.98125,2010-12-21 15:43:00,Italy,352,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,383.7,237.89399999999998,Send checkout reminder
12516,1312.06,2,875,50.46384615384615,2011-09-23 09:13:00,Germany,77,payment_failed,card_expired,1,40,MEDIUM,71.0,1312.06,931.5626,Send payment recovery link
12517,2502.84,5,1371,8.812816901408452,2011-11-11 14:04:00,Germany,27,successful,none,0,0,LOW,95.0,2502.84,2377.6980000000003,No action required
12518,2056.89,5,1318,16.58782258064516,2011-12-09 10:13:00,Germany,0,successful,none,0,0,LOW,95.0,2056.89,1954.0455,No action required
12519,340.84,1,183,18.935555555555553,2011-10-07 09:26:00,Germany,63,payment_failed,card_expired,1,40,MEDIUM,71.0,340.84,241.9964,Send payment recovery link
12520,2634.26,5,1439,17.330657894736845,2011-09-21 15:23:00,Germany,78,payment_failed,card_expired,1,40,MEDIUM,71.0,2634.26,1870.3246000000001,Send payment recovery link
12521,599.68,1,309,15.781052631578946,2011-07-20 10:51:00,Germany,142,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,599.68,353.81119999999993,Retry payment + reminder
12522,192.72,2,194,16.06,2011-10-31 15:30:00,Germany,38,successful,none,0,0,LOW,95.0,192.72,183.084,No action required
12523,1789.77,11,865,16.884622641509434,2011-11-20 12:55:00,France,18,successful,none,0,0,LOW,95.0,1789.77,1700.2815,No action required
12524,4485.72,8,3699,31.150833333333335,2011-11-30 15:31:00,Germany,8,successful,none,0,0,LOW,95.0,4485.72,4261.434,No action required
12526,1316.66,3,632,18.54450704225352,2011-12-09 12:09:00,Germany,0,successful,none,0,0,LOW,95.0,1316.66,1250.8270000000002,No action required
12527,348.71000000000004,3,234,19.37277777777778,2011-09-19 11:55:00,Germany,81,payment_failed,card_expired,1,40,MEDIUM,71.0,348.71000000000004,247.58410000000003,Send payment recovery link
12528,1933.48,6,756,21.01608695652174,2011-11-30 14:40:00,Germany,8,successful,none,0,0,LOW,95.0,1933.48,1836.806,No action required
12530,1662.28,4,913,25.186060606060607,2011-10-11 12:34:00,Germany,59,payment_failed,card_expired,1,40,MEDIUM,71.0,1662.28,1180.2188,Send payment recovery link
12531,125.22,1,45,7.365882352941177,2011-11-25 11:12:00,Germany,14,successful,none,0,0,LOW,95.0,125.22,118.959,No action required
12532,349.83000000000004,1,153,21.864375000000003,2011-11-09 13:47:00,France,29,successful,none,0,0,LOW,95.0,349.83000000000004,332.33850000000007,No action required
12534,1089.18,1,651,17.28857142857143,2011-08-01 10:26:00,Germany,130,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,1089.18,642.6162,Retry payment + reminder
12535,716.35,2,219,21.069117647058825,2011-09-09 08:48:00,France,91,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,716.35,422.6465,Retry payment + reminder
12536,12601.830000000002,3,2803,48.282873563218395,2011-10-27 14:20:00,France,42,successful,none,0,10,LOW,89.0,12601.830000000002,11215.628700000001,No action required
12538,363.95,1,191,17.33095238095238,2011-11-10 17:16:00,Spain,28,successful,none,0,0,LOW,95.0,363.95,345.7525,No action required
12539,5568.35,4,2067,20.396886446886448,2011-11-17 13:30:00,Spain,21,successful,none,0,10,LOW,89.0,5568.35,4955.8315,No action required
12540,13400.24,17,6685,28.03397489539749,2011-11-20 11:31:00,Spain,19,successful,none,0,10,LOW,89.0,13400.24,11926.2136,No action required
12541,981.18,3,680,18.868846153846153,2011-11-10 10:40:00,Spain,29,successful,none,0,0,LOW,95.0,981.18,932.1209999999999,No action required
12544,372.7,1,136,19.61578947368421,2011-11-03 16:15:00,Spain,35,successful,none,0,0,LOW,95.0,372.7,354.065,No action required
12545,1000.39,2,523,20.0078,2011-09-25 13:39:00,Spain,74,payment_failed,card_expired,1,40,MEDIUM,71.0,1000.39,710.2769000000001,Send payment recovery link
12546,1161.5,2,633,16.833333333333332,2011-10-24 12:09:00,Spain,46,payment_failed,card_expired,1,40,MEDIUM,71.0,1161.5,824.665,Send payment recovery link
12547,207.79999999999998,2,134,25.974999999999998,2011-05-26 12:38:00,Spain,197,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,207.79999999999998,128.83599999999998,Send checkout reminder
12548,95.19999999999999,1,49,19.04,2011-06-26 15:35:00,Spain,165,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,95.19999999999999,56.16799999999999,Retry payment + reminder
12550,964.83,1,569,16.92684210526316,2011-09-21 14:35:00,Spain,78,payment_failed,card_expired,1,40,MEDIUM,71.0,964.83,685.0293,Send payment recovery link
12551,168.0,1,100,16.8,2010-12-17 11:23:00,Spain,357,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,168.0,104.16,Send checkout reminder
12552,437.82,2,88,21.891,2011-11-01 10:02:00,Italy,38,successful,none,0,0,LOW,95.0,437.82,415.92900000000003,No action required
12553,3692.28,10,1965,19.33130890052356,2011-12-01 16:38:00,France,7,successful,none,0,0,LOW,95.0,3692.28,3507.666,No action required
12556,603.71,2,358,4.989338842975207,2011-10-20 13:06:00,Spain,49,payment_failed,card_expired,1,40,MEDIUM,71.0,603.71,428.63410000000005,Send payment recovery link
12557,11990.960000000001,5,4384,363.36242424242425,2011-11-23 16:59:00,Spain,15,successful,none,0,10,LOW,89.0,11990.960000000001,10671.954400000002,No action required
12558,269.96,1,196,24.54181818181818,2011-12-02 10:41:00,USA,7,successful,none,0,0,LOW,95.0,269.96,256.462,No action required
12559,561.71,2,283,26.74809523809524,2011-02-02 09:49:00,Germany,310,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,561.71,348.26020000000005,Send checkout reminder
12560,2134.01,3,1110,20.323904761904764,2011-12-04 13:54:00,Germany,4,successful,none,0,0,LOW,95.0,2134.01,2027.3095,No action required
12561,238.85,1,177,14.928125,2011-02-10 11:39:00,Germany,302,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,238.85,148.087,Send checkout reminder
